district,block,cluster,gp,n_students,pct_mean,pct_sd,gp_id,pct_floor,pct_p90,gender_gap_pp
Ballari,B0013 ballari west,"C0746 indiranagar,bellary",3688 kolagallu,575,53.72,24.2,3688,20.0,80.0,6.82
Ballari,B0013 ballari west,C0856 kallukamba,2282 h.veerapura,489,32.38,24.38,2282,5.0,70.0,-3.57
Ballari,B0013 ballari west,C0856 kallukamba,3287 kallukamba,527,37.46,26.95,3287,5.0,77.0,2.32
Ballari,B0013 ballari west,C0856 kallukamba,4907 orvai,514,48.35,28.7,4907,10.0,90.0,0.69
Ballari,B0013 ballari west,C0974 koluru,5460 somasamudra,508,30.45,25.27,5460,0.0,65.0,5.41
Ballari,B0013 ballari west,C0974 koluru,6155 yerrangaligi,421,42.78,31.01,6155,5.0,90.0,2.88
Ballari,B0013 ballari west,C0974 koluru,6196 kolur (b),389,26.14,23.69,6196,0.0,65.0,4.42
Ballari,B0013 ballari west,C1014 kudithini,1983 elubenchi,453,41.42,27.28,1983,5.0,80.0,0.13
Ballari,B0013 ballari west,C1499 siddamman halli,5396 siddammanahalli,227,34.47,26.24,5396,5.0,72.0,9.67
Ballari,B0013 ballari west,C1656 urdu ballari west,1986 emmiganur,144,56.74,26.77,1986,20.0,90.0,11.34
Ballari,B0084 kudligi,"C1002 kottur, lbs badavane",2907 hyalya,103,47.04,29.43,2907,6.0,89.0,0.68
Ballari,B0117 sandur,C0152 bandri,1026 bandri,328,35.88,25.55,1026,5.0,70.0,-1.01
Ballari,B0117 sandur,C0152 bandri,2280 h.k. halli,493,45.17,25.58,2280,20.0,89.0,-1.98
Ballari,B0117 sandur,C0152 bandri,4846 nidugurthi,576,26.6,26.08,4846,0.0,67.5,-4.07
Ballari,B0117 sandur,C0236 bhujanga nagar,1301 bhujanganagara,367,35.22,24.38,1301,5.0,72.0,1.72
Ballari,B0117 sandur,C0236 bhujanga nagar,4742 narasingapura,443,38.66,28.93,4742,5.0,80.0,2.28
Ballari,B0117 sandur,C0236 bhujanga nagar,6586 devagiri,157,35.45,25.36,6586,8.0,75.0,1.33
Ballari,B0117 sandur,C0259 bomma gatta,1384 bommagatta,526,36.15,28.36,1384,5.0,80.0,3.9
Ballari,B0117 sandur,C0259 bomma gatta,6217 yerrayyana halli,561,47.97,31.33,6217,5.0,90.0,9.62
Ballari,B0117 sandur,C0363 chornur,1675 choranuru,452,77.93,21.85,1675,50.0,100.0,3.81
Ballari,B0117 sandur,C0363 chornur,213009592 agrahara,107,27.38,25.0,213009592,0.0,65.0,6.59
Ballari,B0117 sandur,C0363 chornur,5496 sovenahalli,457,38.61,28.85,5496,0.0,80.0,3.8
Ballari,B0117 sandur,C0509 gollalingammanahalli,2125 gollalingamanahalli,588,27.02,23.15,2125,0.0,60.0,0.05
Ballari,B0117 sandur,C1007 krishnanagara,3819 krishnanagara,529,52.49,25.22,3819,15.0,85.0,3.44
Ballari,B0117 sandur,C1007 krishnanagara,5390 shuseelanagara,630,31.09,26.7,5390,0.0,75.0,4.83
Ballari,B0117 sandur,C1054 lakshmipura,553 agrahara,72,47.71,19.25,553,20.5,70.0,-8.7
Ballari,B0117 sandur,C1185 metriki,4436 metriki,778,63.06,29.49,4436,20.0,95.0,-1.72
Ballari,B0117 sandur,C1185 metriki,5054 rajapura,392,51.21,31.63,5054,0.0,85.0,1.77
Ballari,B0117 sandur,C1185 metriki,6007 vittalapura,131,32.25,25.28,6007,0.0,70.0,1.37
Ballari,B0117 sandur,C1592 tharanagara,5695 tharanagara,492,32.13,27.47,5695,0.0,70.0,4.55
Ballari,B0117 sandur,C1592 tharanagara,5940 vaddu,629,51.75,28.12,5940,10.0,90.0,5.55
Ballari,B0117 sandur,C1592 tharanagara,6308 thaluru,388,69.07,21.44,6308,40.0,95.0,5.22
Ballari,B0117 sandur,C1592 tharanagara,6350 bannihatti,452,43.87,28.68,6350,5.0,80.0,-1.46
Ballari,B0117 sandur,C1610 thoranagal,1831 dharoji,639,29.74,22.91,1831,5.0,65.0,3.23
Ballari,B0117 sandur,C1610 thoranagal,5747 thoranagallu,614,47.27,26.36,5747,10.0,85.0,2.93
Ballari,B0117 sandur,C1669 urdu sandur,6119 yashwanthnagara,93,71.13,23.15,6119,36.0,100.0,5.32
Ballari,B0117 sandur,C1701 vittalapura,6007 vittalapura,360,52.82,31.0,6007,10.0,95.0,1.59
Ballari,B0117 sandur,C1701 vittalapura,739 anthapura,584,37.81,24.39,739,5.0,75.0,-0.65
Ballari,B0117 sandur,C1735 yashvanthnagara,3259 kalingere,482,57.84,22.31,3259,25.0,85.0,1.92
Ballari,B0117 sandur,C1735 yashvanthnagara,6119 yashwanthnagara,249,41.47,29.83,6119,5.0,90.0,-0.26
Ballari,B0128 siruguppa,C0378 darur,1453 byrapur,551,67.9,20.4,1453,40.0,95.0,6.05
Ballari,B0128 siruguppa,C0378 darur,3469 karuru,487,39.71,26.81,3469,5.0,80.0,-0.09
Ballari,B0128 siruguppa,C0378 darur,5194 sanavasapura,597,25.82,23.16,5194,0.0,60.0,-1.21
Ballari,B0128 siruguppa,C0378 darur,954 balakundhi,621,33.07,24.89,954,5.0,70.0,-1.81
Ballari,B0128 siruguppa,C0625 hatcholli,1124 beerahalli,577,34.84,26.62,1124,0.0,75.0,-1.81
Ballari,B0128 siruguppa,C0625 hatcholli,2285 hachcholi,619,42.19,25.57,2285,10.0,80.0,1.5
Ballari,B0128 siruguppa,C0802 k belgal,3116 k.belagallu,598,21.17,24.18,3116,0.0,60.0,-3.28
Ballari,B0128 siruguppa,C0802 k belgal,3129 k.suguru,462,42.18,27.07,3129,5.0,80.0,-1.31
Ballari,B0128 siruguppa,C0802 k belgal,5101 raravi,185,20.84,24.25,5101,0.0,60.0,-2.56
Ballari,B0128 siruguppa,C0924 kenchanagudda,2340 halekote,347,26.67,24.08,2340,0.0,65.0,-1.53
Ballari,B0128 siruguppa,C0924 kenchanagudda,3541 kenchanagudda,646,28.65,22.45,3541,0.0,60.0,3.4
Ballari,B0128 siruguppa,C0924 kenchanagudda,4628 nadavi,319,24.5,20.26,4628,0.0,50.0,4.04
Ballari,B0128 siruguppa,C1010 kudarhal,3842 kududhurahal,578,39.63,28.05,3842,5.0,80.0,2.12
Ballari,B0128 siruguppa,C1010 kudarhal,5108 ravihal,203,39.61,28.46,5108,5.0,85.0,1.2
Ballari,B0128 siruguppa,C1010 kudarhal,6236 bagewadi (b),431,30.87,25.96,6236,5.0,70.0,5.98
Ballari,B0128 siruguppa,C1010 kudarhal,928 bagguru,318,42.14,22.02,928,15.0,70.0,6.49
Ballari,B0128 siruguppa,C1069 m suguru,4046 m.suguru,536,30.39,27.67,4046,0.0,75.0,0.83
Ballari,B0128 siruguppa,C1069 m suguru,4499 muddatanuru,384,39.26,26.62,4499,5.0,80.0,-2.63
Ballari,B0128 siruguppa,C1069 m suguru,4628 nadavi,158,35.22,26.41,4628,5.0,75.0,1.16
Ballari,B0128 siruguppa,C1247 nadanga,5108 ravihal,133,36.73,26.13,5108,5.0,74.0,-0.64
Ballari,B0128 siruguppa,C1247 nadanga,877 b.m.suguru,402,42.38,29.56,877,5.0,85.0,-1.03
Ballari,B0128 siruguppa,C1398 raravi,3949 kuruvalli,470,50.51,30.79,3949,10.0,95.0,3.15
Ballari,B0128 siruguppa,C1398 raravi,5101 raravi,357,40.35,28.55,5101,10.0,85.0,2.04
Ballari,B0128 siruguppa,C1398 raravi,928 bagguru,91,45.99,25.46,928,15.0,75.0,10.09
Ballari,B0128 siruguppa,C1509 sirigeri,3734 konchegeri,543,24.85,23.11,3734,0.0,60.0,-2.9
Ballari,B0128 siruguppa,C1509 sirigeri,5436 sirigeri,591,46.9,27.56,5436,10.0,85.0,0.54
Ballari,B0128 siruguppa,"C1511 siruguppa, 5th ward",1763 desanooru,315,34.73,26.31,1763,5.0,75.0,2.11
Ballari,B0128 siruguppa,C1572 talur,2279 h.hosahalli,578,52.84,28.7,2279,15.0,90.0,2.07
Ballari,B0128 siruguppa,C1572 talur,5625 taluru,767,53.14,21.46,5625,25.0,80.0,2.16
Ballari,B0128 siruguppa,C1572 talur,5924 uththanuru,583,65.17,23.73,5924,30.0,94.0,4.59
Ballari,B0128 siruguppa,C1579 tekkalakote,2340 halekote,180,47.0,25.39,2340,10.0,80.0,-12.25
Ballari,B0128 siruguppa,C1628 u hosalli,5911 upparahosahalli,387,36.2,24.58,5911,5.0,70.0,-1.33
Belagavi,B0006 athani,C0378 darur,1743 darur,68,75.51,16.14,1743,53.5,95.0,5.72
Belagavi,B0006 athani,C0378 darur,4629 nadi-ingalagaon,225,62.22,25.79,4629,25.0,93.0,1.9
Belagavi,B0006 athani,C0378 darur,5236 saptasagar,102,50.83,24.82,5236,20.0,79.5,-1.78
Belagavi,B0006 athani,C1373 raderahatti,4646 naganur p.k.,305,61.49,23.63,4646,30.0,95.0,-0.52
Belagavi,B0006 athani,C1373 raderahatti,5037 radderahatti,548,63.52,25.02,5037,28.5,90.0,4.62
Belagavi,B0006 athani,C1373 raderahatti,5215 sankonatti,133,75.86,16.73,5215,50.0,95.0,-1.09
Belagavi,B0006 athani,C1444 sankonatti,5215 sankonatti,148,71.99,20.09,5215,45.0,95.0,5.51
Belagavi,B0006 athani,C1759 adahalli,513 adahalli,156,58.72,22.92,513,27.5,85.0,0.42
Belagavi,B0006 athani,C1759 adahalli,6077 yalihadalgi,306,47.57,24.17,6077,15.0,80.0,-3.61
Belagavi,B0006 athani,C1768 aigali,559 aigali,189,60.53,23.43,559,29.0,90.0,0.27
Belagavi,B0006 athani,C1768 aigali,5664 telsang,190,63.0,20.02,5664,35.0,90.0,10.41
Belagavi,B0006 athani,C1768 aigali,6611 kohalli,267,45.41,28.07,6611,10.0,85.0,-2.64
Belagavi,B0006 athani,C1787 anantpur,3599 khilegaon,160,39.06,26.85,3599,5.0,75.0,9.85
Belagavi,B0006 athani,C1787 anantpur,687 anantapur,379,49.18,25.68,687,10.0,85.0,2.33
Belagavi,B0006 athani,C1842 balligeri,1476 chamakeri,100,59.35,21.73,1476,35.0,85.5,5.13
Belagavi,B0006 athani,C1842 balligeri,4146 malabad,133,76.8,16.03,4146,55.0,95.0,3.14
Belagavi,B0006 athani,C1842 balligeri,984 balligeri,254,47.48,27.06,984,10.0,80.0,-2.4
Belagavi,B0006 athani,C2056 gundewadi,2246 gundewadi,368,41.3,28.31,2246,5.0,85.0,6.92
Belagavi,B0006 athani,C2056 gundewadi,4964 parthanhalli,353,51.76,25.44,4964,15.0,85.0,8.51
Belagavi,B0006 athani,C2082 halyal,2827 hulagabali,105,85.62,13.95,2827,65.0,100.0,-0.3
Belagavi,B0006 athani,C2082 halyal,6567 halyal,218,53.94,23.91,6567,25.0,86.5,6.04
Belagavi,B0006 athani,C2200 jambagi,3031 jambagi,299,36.84,25.45,3031,5.0,71.0,-4.0
Belagavi,B0006 athani,C2200 jambagi,6658 madabhavi,287,56.64,34.98,6658,5.0,95.0,11.26
Belagavi,B0006 athani,C2230 kakamari,3219 kakamari,206,41.29,25.99,3219,10.0,80.0,2.79
Belagavi,B0006 athani,C2230 kakamari,3807 kottalagi,188,39.1,27.72,3807,5.0,80.0,4.44
Belagavi,B0006 athani,C2230 kakamari,6559 kannal,168,59.64,25.42,6559,20.0,90.0,7.21
Belagavi,B0006 athani,C2305 kokatnoor,6401 kokatanur,317,73.41,22.79,6401,38.0,95.0,-3.46
Belagavi,B0006 athani,C2305 kokatnoor,6602 katageri,233,46.18,27.64,6602,10.0,85.0,-2.84
Belagavi,B0006 athani,C2305 kokatnoor,895 badachi,192,45.36,25.04,895,15.0,80.0,5.52
Belagavi,B0006 athani,C2371 madabhavi,5405 siddewadi,114,51.1,26.98,5405,15.0,90.0,2.78
Belagavi,B0006 athani,C2454 murgundi,4570 muragundi,325,55.49,27.49,4570,20.0,90.0,3.72
Belagavi,B0006 athani,C2454 murgundi,5215 sankonatti,308,55.6,24.33,5215,23.5,85.0,4.6
Belagavi,B0006 athani,C2486 nandgaon,6638 nandagaon,270,57.48,26.6,6638,15.0,90.0,9.91
Belagavi,B0006 athani,C2576 sambaragi,5182 sambaragi,280,44.18,26.73,5182,10.0,80.5,-2.96
Belagavi,B0006 athani,C2576 sambaragi,6321 shirur,30,67.33,14.84,6321,54.0,85.5,-2.08
Belagavi,B0006 athani,C2591 satti,4127 mahishawadagi,110,58.27,23.18,4127,25.0,85.0,3.07
Belagavi,B0006 athani,C2591 satti,4709 nandeshwar,112,64.46,20.46,4709,40.0,85.0,9.46
Belagavi,B0006 athani,C2591 satti,5266 satti,317,55.93,21.74,5266,30.0,85.0,-9.09
Belagavi,B0006 athani,C2599 shankarhatti,5216 sankratti,194,46.13,27.38,5216,10.0,85.0,8.86
Belagavi,B0006 athani,C2599 shankarhatti,5293 segunashi,113,38.05,27.48,5293,5.0,75.0,3.4
Belagavi,B0006 athani,C2608 shirahatti,6439 savadi,143,76.96,15.08,6439,55.0,95.0,6.62
Belagavi,B0006 athani,C2608 shirahatti,6597 shirahatti,262,56.3,23.5,6597,25.0,90.0,-1.79
Belagavi,B0006 athani,C2656 suttati,3095 junjarawad,91,33.08,22.42,3095,5.0,65.0,7.82
Belagavi,B0006 athani,C2656 suttati,5567 suttatti,211,39.34,27.53,5567,5.0,80.0,2.99
Belagavi,B0006 athani,C2672 telsang,5664 telsang,140,62.04,22.79,5664,34.5,90.5,6.65
Belagavi,B0006 athani,C2672 telsang,809 artal,197,59.29,19.29,809,33.0,85.0,2.57
Belagavi,B0006 athani,C2778 aralihatti,3016 jakkaratti,34,73.38,18.9,3016,50.0,95.0,14.82
Belagavi,B0006 athani,C2778 aralihatti,768 aralihatti,10,88.5,9.44,768,79.0,100.0,2.62
Belagavi,B0011 bailhongal,C0045 ambadgatti,648 ambadgatti,148,73.61,16.51,648,50.0,95.0,-2.0
Belagavi,B0011 bailhongal,C0130 bailur,1758 degaon,173,80.29,16.14,1758,60.0,100.0,-0.25
Belagavi,B0011 bailhongal,C0194 belavadi,1206 belwadi,394,54.4,27.61,1206,15.0,90.0,5.69
Belagavi,B0011 bailhongal,C0194 belavadi,2723 holinagalapur,134,38.81,29.13,2723,0.0,80.0,3.72
Belagavi,B0011 bailhongal,C0194 belavadi,3229 kalabhavi,116,59.83,27.07,3229,15.0,92.5,-3.44
Belagavi,B0011 bailhongal,C0194 belavadi,3547 kenganur,369,64.3,23.65,3547,34.0,95.0,4.51
Belagavi,B0011 bailhongal,C0194 belavadi,3601 khodanpur,235,72.79,19.18,3601,50.0,95.0,-1.87
Belagavi,B0011 bailhongal,C0194 belavadi,4982 pattihal k.b.,109,67.75,17.29,4982,40.0,90.0,5.14
Belagavi,B0011 bailhongal,C0194 belavadi,5206 sangoli,170,65.38,24.93,5206,30.0,95.0,8.64
Belagavi,B0011 bailhongal,C0194 belavadi,5854 udakeri,518,53.47,27.64,5854,15.0,90.0,-0.27
Belagavi,B0011 bailhongal,C0270 budarkatti,1407 budarkatti,514,69.77,22.38,1407,40.0,95.0,3.43
Belagavi,B0011 bailhongal,C0270 budarkatti,1857 dodawad,311,46.22,27.13,1857,5.0,80.0,7.98
Belagavi,B0011 bailhongal,C0270 budarkatti,2169 govankoppa,348,53.26,26.86,2169,20.0,90.0,8.11
Belagavi,B0011 bailhongal,C0325 chikkabagewadi,1560 chikka bagewadi,422,71.93,22.08,1560,40.0,100.0,-1.72
Belagavi,B0011 bailhongal,C0325 chikkabagewadi,4316 marikatti,356,56.77,24.43,4316,25.0,85.0,-2.85
Belagavi,B0011 bailhongal,C0325 chikkabagewadi,5771 tigadi,407,81.77,15.51,5771,60.0,100.0,3.49
Belagavi,B0011 bailhongal,C0590 hanabarhatti,2380 hanabaratti,469,75.34,16.37,2380,55.0,95.0,-3.43
Belagavi,B0011 bailhongal,C0590 hanabarhatti,4606 myakalmardi,366,60.11,21.74,4606,30.0,85.0,5.31
Belagavi,B0011 bailhongal,C0590 hanabarhatti,5970 vannur,484,68.45,25.28,5970,30.0,95.0,2.28
Belagavi,B0011 bailhongal,C0701 hosa kadarvalli,3192 kadrolli,227,78.99,19.4,3192,55.0,95.0,4.2
Belagavi,B0011 bailhongal,C0848 kalbhavi,2672 hirenandihalli,148,73.92,19.98,2672,45.0,95.0,1.12
Belagavi,B0011 bailhongal,C1022 kulavalli,3862 kulavalli,151,61.52,16.26,3862,40.0,85.0,0.8
Belagavi,B0011 bailhongal,C1436 sampagaon,4308 mardi nagalapur,134,51.46,26.24,4308,15.0,83.5,4.59
Belagavi,B0011 bailhongal,C1436 sampagaon,5188 sampgaon,578,59.9,26.45,5188,25.0,90.0,0.33
Belagavi,B0011 bailhongal,C1795 anigol,1669 chivat gundi,131,79.12,10.86,1669,65.0,90.0,3.93
Belagavi,B0011 bailhongal,C1795 anigol,1773 devalapur,287,67.68,21.62,1773,35.0,90.0,4.73
Belagavi,B0011 bailhongal,C1795 anigol,5954 vakkund,296,48.19,29.11,5954,10.0,90.0,2.08
Belagavi,B0011 bailhongal,C1795 anigol,646 amatur,312,74.46,23.07,646,40.0,100.0,1.4
Belagavi,B0011 bailhongal,C1795 anigol,716 anigal,294,69.74,21.15,716,45.0,93.5,6.81
Belagavi,B0011 bailhongal,C1795 anigol,941 bailwad,113,62.83,19.28,941,35.0,80.0,6.42
Belagavi,B0011 bailhongal,C1975 deshnur,1764 deshnur,151,55.1,26.24,1764,20.0,90.0,6.32
Belagavi,B0011 bailhongal,C1975 deshnur,2426 hannikeri,166,68.98,26.58,2426,32.5,100.0,-3.83
Belagavi,B0011 bailhongal,C1975 deshnur,5564 sutagatti,494,75.27,20.31,5564,45.0,95.0,3.36
Belagavi,B0011 bailhongal,C2098 hannikeri,1279 bhavihal,290,67.74,24.48,1279,30.0,95.0,1.06
Belagavi,B0011 bailhongal,C2098 hannikeri,2426 hannikeri,192,69.53,22.97,2426,40.0,95.0,6.42
Belagavi,B0011 bailhongal,C2477 nagnoor,4645 naganur,278,56.64,25.16,4645,18.5,90.0,-1.79
Belagavi,B0011 bailhongal,C2504 neginhal,2722 holihosur,379,58.58,25.77,2722,20.0,90.0,5.15
Belagavi,B0011 bailhongal,C2504 neginhal,4789 neginal,398,50.69,29.61,4789,5.0,90.0,-0.04
Belagavi,B0011 bailhongal,C2511 nesargi,213009365 mallapur,214,58.69,25.92,213009365,20.0,90.0,5.58
Belagavi,B0011 bailhongal,C2511 nesargi,4575 murkibhavi,283,81.8,18.02,4575,60.0,100.0,2.18
Belagavi,B0011 bailhongal,C2511 nesargi,4827 nesargi,388,66.73,22.12,4827,33.5,90.0,3.99
Belagavi,B0017 belgaum rural,C0082 aralikatti,2620 hirebagewadi,344,70.9,23.91,2620,35.0,100.0,8.29
Belagavi,B0017 belgaum rural,C0082 aralikatti,769 aralikatti,157,72.9,18.45,769,45.0,95.0,3.23
Belagavi,B0017 belgaum rural,C0575 halga,1097 bastwad,528,79.66,15.16,1097,60.0,95.0,-0.44
Belagavi,B0017 belgaum rural,C0575 halga,2345 halga,280,66.55,18.96,2345,40.0,90.0,-2.59
Belagavi,B0017 belgaum rural,C0575 halga,4351 mastamardi,263,70.93,21.15,4351,40.0,95.0,5.47
Belagavi,B0017 belgaum rural,C0575 halga,5639 tarihal,119,49.71,22.28,5639,20.0,81.0,-0.33
Belagavi,B0017 belgaum rural,C0888 kangrali bk,2738 honga,167,79.31,16.04,2738,60.0,100.0,5.95
Belagavi,B0017 belgaum rural,C0888 kangrali bk,3373 kangrali b.k.,525,67.06,21.05,3373,40.0,95.0,1.5
Belagavi,B0017 belgaum rural,C0889 kangrali kh,3374 kangrali k.h.,462,76.76,17.47,3374,55.0,95.0,3.15
Belagavi,B0017 belgaum rural,C0889 kangrali kh,3522 kednur,255,68.41,22.08,3522,35.0,95.0,4.45
Belagavi,B0017 belgaum rural,C1135 mannur,5529 sulga u,34,61.03,17.13,5529,45.0,90.0,3.24
Belagavi,B0017 belgaum rural,C1135 mannur,654 ambewadi,138,35.07,23.08,654,5.0,70.0,10.45
Belagavi,B0017 belgaum rural,C1837 balekundri kh,4456 modaga,217,79.12,17.62,4456,55.0,100.0,-0.05
Belagavi,B0017 belgaum rural,C1837 balekundri kh,5183 sambra,177,58.76,21.49,5183,30.0,85.0,3.92
Belagavi,B0017 belgaum rural,C1837 balekundri kh,964 balekundri b.k.,123,83.25,13.44,964,65.0,100.0,11.95
Belagavi,B0017 belgaum rural,C1837 balekundri kh,965 balekundri k.h.,189,66.35,22.8,965,35.0,95.0,4.58
Belagavi,B0017 belgaum rural,C1870 belgundi,1180 belgundi,25,75.0,15.75,1180,52.0,90.0,7.5
Belagavi,B0017 belgaum rural,C1886 bhendigeri,1286 bhendigeri,237,52.89,26.28,1286,15.0,85.0,-1.81
Belagavi,B0017 belgaum rural,C1886 bhendigeri,3123 k.k.koppa,408,79.46,14.21,3123,60.0,95.0,5.36
Belagavi,B0017 belgaum rural,C1886 bhendigeri,3849 kukadoli,115,49.7,20.83,3849,25.0,75.0,2.39
Belagavi,B0017 belgaum rural,C1886 bhendigeri,4594 mutnal,54,62.69,17.64,4594,36.5,85.0,12.58
Belagavi,B0017 belgaum rural,C1886 bhendigeri,911 badas k.h.,94,68.67,17.03,911,45.0,90.0,8.58
Belagavi,B0017 belgaum rural,C1889 bhutaramatti,1000 bambarga,195,66.82,21.11,1000,40.0,90.0,-2.03
Belagavi,B0017 belgaum rural,C1889 bhutaramatti,2777 hosa vantmuri,802,67.77,19.02,2777,45.0,90.0,1.71
Belagavi,B0017 belgaum rural,C1976 desur,1765 desur,156,57.21,22.59,1765,25.0,85.0,4.31
Belagavi,B0017 belgaum rural,C1976 desur,4321 markandeynagar,162,59.35,21.32,4321,35.0,85.0,8.28
Belagavi,B0017 belgaum rural,C1976 desur,4719 nandihalli,25,82.2,10.81,4719,70.0,98.0,-3.83
Belagavi,B0017 belgaum rural,C1976 desur,5232 santi bastwad,73,59.86,20.38,5232,45.0,80.0,12.49
Belagavi,B0017 belgaum rural,C1988 dhamne s,1819 dhamane s.bgm,161,81.4,14.73,1819,60.0,95.0,6.09
Belagavi,B0017 belgaum rural,C1988 dhamne s,5530 sulga y.,36,80.56,11.01,5530,67.5,95.0,8.42
Belagavi,B0017 belgaum rural,C1990 dharanatti,213009347 dharanatti,151,63.54,14.54,213009347,45.0,80.0,-4.51
Belagavi,B0017 belgaum rural,C1990 dharanatti,819 aste,58,73.71,17.88,819,48.5,95.0,-3.46
Belagavi,B0017 belgaum rural,C2092 handignur,2409 handiganur,140,42.04,25.54,2409,10.0,80.0,-3.24
Belagavi,B0017 belgaum rural,C2092 handignur,542 agasage,85,64.12,17.32,542,40.0,85.0,1.16
Belagavi,B0017 belgaum rural,C2120 hindalga,1212 benakanahalli,31,71.45,13.86,1212,55.0,85.0,-0.23
Belagavi,B0017 belgaum rural,C2120 hindalga,2605 hindalga,207,64.32,23.82,2605,30.0,95.0,3.58
Belagavi,B0017 belgaum rural,C2163 hudli,2819 hudli,316,51.98,21.71,2819,25.0,80.0,1.37
Belagavi,B0017 belgaum rural,C2163 hudli,5830 tummar guddi,142,69.68,19.04,5830,50.0,90.0,4.71
Belagavi,B0017 belgaum rural,C2224 kadoli,1000 bambarga,36,48.89,29.45,1000,12.5,87.5,-5.35
Belagavi,B0017 belgaum rural,C2224 kadoli,3189 kadoli,164,54.73,21.5,3189,25.0,80.0,3.61
Belagavi,B0017 belgaum rural,C2233 kakti,2738 honga,534,77.21,16.42,2738,55.0,95.0,3.37
Belagavi,B0017 belgaum rural,C2233 kakti,3222 kakati,297,60.12,24.57,3222,28.0,90.0,2.11
Belagavi,B0017 belgaum rural,C2233 kakti,5092 rangadolli,88,74.83,14.88,5092,58.5,90.0,4.43
Belagavi,B0017 belgaum rural,C2300 kk koppa,722 ankalgi,172,57.33,25.55,722,20.0,90.0,6.06
Belagavi,B0017 belgaum rural,C2411 marihal,3442 kardiguddi,104,51.06,20.55,3442,25.0,78.5,0.92
Belagavi,B0017 belgaum rural,C2411 marihal,4315 marihal,81,54.07,18.36,4315,35.0,80.0,12.51
Belagavi,B0017 belgaum rural,C2411 marihal,5525 sulebhavi,258,80.68,16.2,5525,60.0,100.0,2.11
Belagavi,B0017 belgaum rural,C2440 muchandi,4483 muchandi,276,55.31,25.24,4483,20.0,90.0,8.15
Belagavi,B0017 belgaum rural,C2440 muchandi,819 aste,110,76.59,20.28,819,49.0,95.0,-2.09
Belagavi,B0017 belgaum rural,C2458 mutaga,4587 mutaga,168,48.93,28.81,4587,5.0,85.0,11.54
Belagavi,B0017 belgaum rural,C2458 mutaga,4852 nilaji,291,57.56,26.83,4852,20.0,90.0,10.71
Belagavi,B0017 belgaum rural,C2586 santibastwad,3609 kinaye,97,44.54,20.2,3609,20.0,70.0,4.32
Belagavi,B0017 belgaum rural,C2586 santibastwad,5232 santi bastwad,40,67.12,22.27,5232,39.5,90.0,8.39
Belagavi,B0017 belgaum rural,C2703 uchagaon,1141 bekkinkeri,45,69.56,14.45,1141,50.0,85.0,-3.63
Belagavi,B0017 belgaum rural,C2703 uchagaon,3840 kudremani,33,38.48,25.57,3840,6.0,78.0,18.9
Belagavi,B0017 belgaum rural,C2703 uchagaon,5839 turmari,150,63.6,15.56,5839,45.0,85.0,0.09
Belagavi,B0017 belgaum rural,C2703 uchagaon,5847 uchagaon,66,68.18,18.09,5847,47.5,85.0,5.88
Belagavi,B0017 belgaum rural,C2959 yallur,6141 yellur,72,75.49,15.29,6141,55.0,95.0,1.34
Belagavi,B0032 chikodi,C0908 karoshi,3463 karoshi,262,86.39,14.06,3463,65.5,100.0,-4.88
Belagavi,B0032 chikodi,C0908 karoshi,999 bambalwad,166,79.85,18.35,999,55.0,100.0,-1.25
Belagavi,B0032 chikodi,C0928 kerur,3563 kerur,113,69.03,19.94,3563,40.0,94.0,1.53
Belagavi,B0032 chikodi,C1488 shiraguppi,4981 pattankodi,269,70.63,21.97,4981,40.0,95.0,2.6
Belagavi,B0032 chikodi,C1488 shiraguppi,6107 yaranal,46,62.61,18.1,6107,40.0,85.0,-8.56
Belagavi,B0032 chikodi,C1488 shiraguppi,6600 kodani,51,73.33,9.57,6600,60.0,85.0,-3.04
Belagavi,B0032 chikodi,C1796 ankali,3171 kadapur,254,73.86,17.57,3171,50.0,95.0,5.38
Belagavi,B0032 chikodi,C1796 ankali,723 ankali,294,76.16,19.56,723,50.0,100.0,-0.67
Belagavi,B0032 chikodi,C1947 chikkodi urdu,3799 kothali,103,75.97,20.21,3799,46.0,100.0,0.13
Belagavi,B0032 chikodi,C1948 chikodi marathi,3463 karoshi,153,75.42,17.65,3463,50.0,100.0,10.44
Belagavi,B0032 chikodi,C2017 examba,3284 kallol,89,80.11,12.59,3284,65.0,95.0,4.27
Belagavi,B0032 chikodi,C2017 examba,4177 malikwad,33,75.61,16.24,4177,55.0,95.0,12.17
Belagavi,B0032 chikodi,C2130 hirekodi,2649 hirekodi,23,59.35,31.27,2649,10.0,90.0,-4.72
Belagavi,B0032 chikodi,C2130 hirekodi,4702 nanadi,82,77.99,19.89,4702,50.5,100.0,-11.25
Belagavi,B0032 chikodi,C2130 hirekodi,6370 nagaral,295,76.34,14.49,6370,60.0,95.0,4.89
Belagavi,B0032 chikodi,C2196 jaganoor,3007 jagnur,343,74.78,18.59,3007,50.0,95.0,1.22
Belagavi,B0032 chikodi,C2198 jainapur,2511 hattarwat,114,53.33,23.32,2511,20.0,80.0,-1.7
Belagavi,B0032 chikodi,C2198 jainapur,6644 jainapur,287,64.95,24.1,6644,30.0,95.0,2.9
Belagavi,B0032 chikodi,C2207 jodakurli,3079 jodakurli,319,83.46,13.46,3079,65.0,100.0,2.49
Belagavi,B0032 chikodi,C2207 jodakurli,3563 kerur,316,78.31,18.12,3563,52.5,100.0,2.11
