district,block,cluster,gp,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Chitradurga,B0026 challakere,C0156 banjigere,4269 mannekote,35.94,0.0,144,27.62,0.0,143,-8.32,0.0,-4.16,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C0313 cherambane,1245 bettageri,68.75,49.5,40,60.45,25.0,33,-8.3,-24.5,-4.15,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0852 kalkunte,3265 kalkunte agrahara,56.11,5.0,45,47.81,18.5,48,-8.3,13.5,-4.15,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0120 shahapur,C0209 bendebembali,5825 tumakur,39.81,5.0,106,31.53,4.5,150,-8.28,-0.5,-4.14,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C1597 thekalavatti,5708 thekalavatti,52.57,5.0,175,44.3,10.0,128,-8.27,5.0,-4.14,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1295 neelagethanahatti,4689 nalegetanahatti,30.28,5.0,216,22.04,0.0,194,-8.24,-5.0,-4.12,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C0711 hudem,3094 jummobanahalli,34.78,0.0,90,26.55,0.0,103,-8.23,0.0,-4.11,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C1144 marali,4292 marali,43.37,5.0,126,35.15,5.0,135,-8.22,0.0,-4.11,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0010 bagepally,C1344 palyakere,4943 palyakere,49.61,20.0,51,41.4,0.0,68,-8.21,-20.0,-4.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C0007 abloodu,505 abloodu,54.15,20.0,88,45.95,10.0,116,-8.2,-10.0,-4.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C0972 kollur,6418 kollur,43.12,0.0,141,34.92,0.0,119,-8.2,0.0,-4.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0127 sira,C0268 brahmasandra,5286 seebi agrahara,55.95,10.5,152,47.77,15.0,119,-8.18,4.5,-4.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0119 sedam,C0446 duganoor,1960 dugnoor,47.91,10.0,141,39.73,5.0,150,-8.18,-5.0,-4.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C0705 hosakki palya,3258 kalingana hally,74.1,57.5,106,65.93,24.5,70,-8.17,-33.0,-4.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0052 hagaribommanahalli,C0587 hampapattana,2318 halagapura,56.82,20.0,140,48.66,15.0,183,-8.16,-5.0,-4.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0001 afzalpur,C1407 revoor (b),5119 revoor (b),80.34,55.0,161,72.18,25.0,117,-8.16,-30.0,-4.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C1404 raynal,5113 raynal,58.93,25.5,122,50.78,15.0,173,-8.15,-10.5,-4.07,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0989 koradakera,6185 hirenandihal,51.58,10.0,114,43.44,15.0,106,-8.14,5.0,-4.07,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C0972 kollur,6265 rampurahalli,42.84,5.0,104,34.71,0.0,86,-8.13,-5.0,-4.06,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0135 tiptur,C0870 kamparahalli,4346 masavana ghatta,67.36,50.0,53,59.26,25.0,61,-8.1,-25.0,-4.05,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C0633 hebbale,5750 thorenoor,73.97,58.0,39,65.87,45.0,46,-8.1,-13.0,-4.05,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C0025 ainapur,6373 ainapur,49.3,5.5,172,41.22,5.0,176,-8.08,-0.5,-4.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C1131 manna-ekhelli,4266 mannaekhelli,40.29,10.5,102,32.22,0.0,97,-8.07,-10.5,-4.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0107 nelamangala,C1494 shivagange,5375 shivagange,60.61,20.0,131,52.56,15.0,127,-8.05,-5.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0076 kalghatagi,C0381 dastikoppa,1171 belavantar,67.62,35.0,141,59.57,20.0,221,-8.05,-15.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0023 byadagi,C1154 masanagi,4342 masanagi,60.07,25.0,150,52.03,15.0,143,-8.04,-10.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0020 bidar,C0124 bagdal,921 bagdal,24.66,0.0,87,16.63,0.0,126,-8.03,0.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C1462 satnoor,1846 diggaon,47.98,14.0,119,39.96,15.0,116,-8.02,1.0,-4.01,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0096 manvi,C0514 gorkal,2156 gorkal,46.52,14.0,99,38.53,10.0,156,-7.99,-4.0,-4.0,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C0723 hulkoti,1359 binkadakatti,56.08,10.0,51,48.1,15.0,105,-7.98,5.0,-3.99,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C1079 madakaripura,4060 madakaripura,53.95,10.0,119,45.98,10.0,127,-7.97,0.0,-3.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0021 bilagi,C1543 sunag,5543 sunag,55.89,15.0,257,47.93,15.0,239,-7.96,0.0,-3.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0062 honnali,C1327 odeyarahathuru,2046 ganganakote,56.36,20.0,44,48.41,15.0,41,-7.95,-5.0,-3.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0131 srinivasapur,C1403 rayalpadu,5110 rayalapadu,63.28,29.5,90,55.34,11.0,103,-7.94,-18.5,-3.97,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C1529 soravanahalli,5490 soravanahalli,68.89,35.0,81,60.99,40.0,86,-7.9,5.0,-3.95,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C0176 basettyhalli,1090 basettihalli,60.52,20.0,164,52.64,21.5,104,-7.88,1.5,-3.94,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0039 devadurga,C1045 kyadigera,3967 kyadigera,39.69,0.0,147,31.84,2.0,185,-7.85,2.0,-3.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C0566 halakatta,3311 kamarwadi,36.54,5.0,104,28.7,0.0,77,-7.84,-5.0,-3.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0425 doddagattiganabbe,1865 dodda gattiganabbe,59.63,25.0,94,51.8,15.0,139,-7.83,-10.0,-3.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0039 devadurga,C0772 jalahalli west,1694 cinchodi,55.25,20.0,238,47.48,15.0,111,-7.77,-5.0,-3.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C0512 gopanahalli,4657 nagaramgere,45.33,5.0,107,37.56,5.0,127,-7.77,0.0,-3.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C1246 n.g.halli,4622 n.g.halli,58.55,18.0,107,50.79,15.0,101,-7.76,-3.0,-3.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C1233 murnadu,2702 hoddur,59.74,20.0,116,52.0,20.0,110,-7.74,0.0,-3.87,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0111 raichur,C0793 jegarkal,3066 jegarkal,35.38,0.0,209,27.67,0.0,288,-7.71,0.0,-3.86,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0105 naragund,C0660 hirekoppa,5978 vasan,55.94,25.0,96,48.23,15.0,93,-7.71,-10.0,-3.86,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0079 kolar,C1282 narasapura,1196 bellur,66.76,34.0,139,59.07,25.0,113,-7.69,-9.0,-3.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C1070 m.b. iyyana halli,1013 banavikallu,41.67,0.5,282,34.03,5.0,226,-7.64,4.5,-3.82,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C1123 mandewal,4231 mandewal 35,49.86,5.0,176,42.25,10.0,209,-7.61,5.0,-3.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C1423 sagade,3857 kulagana,60.67,29.5,60,53.06,25.0,67,-7.61,-4.5,-3.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0123 shorapur,C1686 vajjal,5947 vajjal,52.74,17.0,155,45.15,10.0,200,-7.59,-7.0,-3.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0047 gudibanda,C0182 beechaganahalli,1115 beechaganahalli,43.15,10.0,100,35.56,5.0,124,-7.59,-5.0,-3.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0015 basavakalyan,C1048 ladwanthi,1100 batgera,45.27,5.5,92,37.7,11.5,74,-7.57,6.0,-3.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0010 bagepally,C0288 chakavelu,5017 pulagal,57.66,10.0,62,50.12,10.0,40,-7.54,0.0,-3.77,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C1227 munerabada,4562 munirabad,49.31,20.0,123,41.79,5.0,156,-7.52,-15.0,-3.76,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C1217 mugad,6297 kalkeri,81.78,64.0,169,74.27,50.0,199,-7.51,-14.0,-3.76,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C0794 jeratagi,213009028 nedalgi,67.94,25.0,175,60.48,15.0,188,-7.46,-10.0,-3.73,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C0013 adavisomapaur,522 adavisomapur,64.37,30.0,150,56.92,20.0,307,-7.45,-10.0,-3.72,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0128 siruguppa,C0802 k belgal,3129 k.suguru,42.87,15.0,176,35.42,1.5,144,-7.45,-13.5,-3.72,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0052 hagaribommanahalli,C0601 hansi,1227 bennekallu,47.97,10.0,190,40.53,5.0,187,-7.44,-5.0,-3.72,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0102 mundaragi,C1361 petalur,6254 hallikeri (g),54.96,15.0,138,47.53,8.5,168,-7.43,-6.5,-3.72,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0657 hirejanthakal,5203 sangapura,44.53,10.0,86,37.12,5.0,172,-7.41,-5.0,-3.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0126 sindhanur,C0515 goudanbhavi,5859 udbal (u),55.33,15.5,122,47.93,15.0,111,-7.4,-0.5,-3.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0127 sira,C0268 brahmasandra,1648 chinnenahalli,66.46,30.0,113,59.07,25.0,97,-7.39,-5.0,-3.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0097 molakalmur,C0979 konasagara,3732 konasagara,45.93,5.0,248,38.54,0.0,285,-7.39,-5.0,-3.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C0437 doddullarthy,4609 mylanahalli,36.51,0.0,202,29.14,0.0,214,-7.37,0.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C1137 mantur,2371 halyal,87.22,65.0,97,79.85,50.0,130,-7.37,-15.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0002 aland,C1432 salagar (v.k.),5174 salgar,42.19,0.0,48,34.82,5.0,56,-7.37,5.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0111 raichur,C0741 idapanur,2924 idapanur,47.72,15.0,239,40.37,0.0,217,-7.35,-15.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0606 hanumasagar,6238 yaragera,64.96,25.0,130,57.61,20.0,134,-7.35,-5.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C0412 dibburahalli,1843 dibburahalli,56.1,28.0,77,48.79,17.0,95,-7.31,-11.0,-3.66,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0564 halageri,4896 ojanahalli,63.35,25.0,170,56.08,25.0,111,-7.27,0.0,-3.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0082 koratagere,C0106 b d pura,862 b d pura,61.6,20.0,100,54.34,25.0,114,-7.26,5.0,-3.63,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0062 honnali,C1465 savalanga,1650 chinnikatte,59.35,35.0,116,52.1,20.0,105,-7.25,-15.0,-3.62,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C0082 aralikatti,1527 chebbi,83.65,65.0,141,76.41,55.0,181,-7.24,-10.0,-3.62,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C0472 gadwanthi,1837 dhumansoor,80.23,70.0,43,73.0,44.5,30,-7.23,-25.5,-3.62,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0023 byadagi,C0257 bisalahalli,1366 bisalahalli,68.99,35.0,153,61.76,25.0,176,-7.23,-10.0,-3.62,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0040 devanahalli,C0776 jalige,3024 jalige,87.67,70.0,146,80.45,50.0,290,-7.22,-20.0,-3.61,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0031 chiknayakanhalli,C0594 handanakere,2403 handanakere,62.15,24.0,79,54.93,25.0,72,-7.22,1.0,-3.61,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C0505 godabanahal,5472 sondekola,44.8,5.0,126,37.59,0.0,108,-7.21,-5.0,-3.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0089 lingasugur,C1691 veerapur,746 anvari,41.73,5.0,185,34.54,0.5,142,-7.19,-4.5,-3.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0143 yelburga,C0150 bandi,6280 tummaraguddi,40.17,5.0,209,32.99,5.0,269,-7.18,0.0,-3.59,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0063 hosadurga,C0390 devapura,1787 devapura,45.36,4.0,179,38.2,0.0,153,-7.16,-4.0,-3.58,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
